Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-10-10,27.84,31.38,27.84,31.17,1137600,0.0,0.0,0.0
2025-10-09,27.38,28.78,27.04,28.42,1287300,0.0,0.0,0.0
2025-10-08,25.96,28.15,25.9,26.75,1082800,0.0,0.0,0.0
2025-10-07,23.24,27.19,23.24,27.19,1494200,0.0,0.0,0.0
2025-10-06,22.65,23.82,22.43,23.13,1057800,0.0,0.0,0.0
2025-10-03,24.32,25.23,23.33,24.21,1333600,0.0,0.0,0.0
2025-10-02,24.79,25.9,24.1,24.18,1670700,0.0,0.0,0.0
2025-10-01,27.48,27.65,25.42,26.33,1331400,0.0,0.0,0.0
2025-09-30,29.58,30.33,28.92,29.29,668400,0.0,0.0,0.0
2025-09-29,31.09,31.79,28.29,28.57,1163900,0.0,0.0,0.0
2025-09-26,34.05,34.76,32.01,32.15,993000,0.0,0.0,0.0
2025-09-25,31.29,35.65,31.29,34.08,2420000,0.0,0.0,0.0
2025-09-24,28.53,29.97,27.55,29.91,993500,0.0,0.0,0.0
2025-09-23,27.65,29.18,27.32,29.13,775800,0.0,0.0,0.0
2025-09-22,27.67,28.85,26.97,27.83,1303900,0.0,0.0,0.0
2025-09-19,26.06,27.59,25.29,26.45,829700,0.0,0.0,0.0
2025-09-18,28.16,28.38,24.22,25.81,1834800,0.0,0.0,0.0
2025-09-17,28.39,30.38,27.55,29.28,1206700,0.0,0.0,0.0
2025-09-16,29.45,30.19,28.36,28.37,794900,0.0,0.0,0.0
2025-09-15,29.35,30.99,29.18,29.71,1000300,0.0,0.0,0.0
2025-09-12,29.5,29.76,28.25,29.08,712200,0.0,0.0,0.0
2025-09-11,29.95,30.72,29.49,30.07,1060900,0.0,0.0,0.0
2025-09-10,29.0,30.83,27.61,30.04,1106300,0.0,0.0,0.0
2025-09-09,29.37,30.41,29.1,29.69,823100,0.0,0.0,0.0
2025-09-08,29.76,30.78,28.94,29.42,1033600,0.0,0.0,0.0
2025-09-05,28.62,31.29,28.26,28.4,1290900,0.0,0.0,0.0
2025-09-04,29.58,31.73,29.1,29.98,1124200,0.0,0.0,0.0
2025-09-03,27.59,29.91,27.2,29.49,755000,0.0,0.0,0.0
2025-09-02,28.82,29.32,26.5,27.68,1656800,0.0,0.0,0.0
2025-08-29,28.87,29.22,28.07,28.92,1499900,0.0,0.0,0.0
2025-08-28,26.97,28.54,26.73,28.17,980900,0.0,0.0,0.0
2025-08-27,26.78,27.74,26.28,27.71,1211700,0.0,0.0,0.0
2025-08-26,27.82,28.0,26.23,26.28,1061800,0.0,0.0,0.0
2025-08-25,27.43,28.22,26.46,27.61,1416300,0.0,0.0,0.0
2025-08-22,29.61,29.85,25.3,25.51,1966000,0.0,0.0,0.0
2025-08-21,28.75,29.52,28.15,29.09,1563800,0.0,0.0,0.0
2025-08-20,28.83,31.27,27.78,28.0,2177400,0.0,0.0,0.0
2025-08-19,25.58,29.8,25.44,29.37,1847300,0.0,0.0,0.0
2025-08-18,26.02,26.3,25.05,25.58,1080300,0.0,0.0,0.0
2025-08-15,24.44,26.03,24.44,25.19,1263500,0.0,0.0,0.0
2025-08-14,23.6,25.26,23.47,24.35,1419200,0.0,0.0,0.0
2025-08-13,21.53,23.12,21.41,22.39,1153600,0.0,0.0,0.0
2025-08-12,21.22,22.39,21.16,21.92,1206200,0.0,0.0,0.0
2025-08-11,20.91,21.44,19.78,21.32,1795300,0.0,0.0,0.0
2025-08-08,21.61,22.5,20.4,21.84,1551900,0.0,0.0,0.0
2025-08-07,22.87,22.94,20.69,21.15,1934700,0.0,0.0,0.0
2025-08-06,24.62,24.79,23.33,23.44,780200,0.0,0.0,0.0
2025-08-05,23.51,24.74,23.0,24.49,1218600,0.0,0.0,0.0
2025-08-04,25.2,26.17,22.82,22.92,1683900,0.0,0.0,0.0
2025-08-01,23.48,26.2,23.25,26.1,2963300,0.0,0.0,0.0
2025-07-31,22.58,22.8,21.21,22.1,1163700,0.0,0.0,0.0
2025-07-30,22.85,23.32,21.97,23.03,804700,0.0,0.0,0.0
2025-07-29,21.79,23.55,21.78,23.09,623900,0.0,0.0,0.0
2025-07-28,20.75,22.13,20.72,22.11,721100,0.0,0.0,0.0
2025-07-25,21.94,22.25,21.38,21.89,863300,0.0,0.0,0.0
2025-07-24,21.07,21.9,20.5,20.98,707900,0.0,0.0,0.0
2025-07-23,20.26,21.85,20.19,21.2,1307100,0.0,0.0,0.0
2025-07-22,19.65,21.13,19.27,19.91,1754300,0.0,0.0,0.0
2025-07-21,19.58,20.08,18.96,19.98,1572900,0.0,0.0,0.0
2025-07-18,17.99,20.34,17.81,20.25,2172800,0.0,0.0,0.0
2025-07-17,18.04,18.38,17.69,17.99,1643600,0.0,0.0,0.0
2025-07-16,18.33,18.57,17.59,17.71,2125600,0.0,0.0,0.0
2025-07-15,18.61,18.95,17.72,18.78,2814800,0.0,0.0,0.0
2025-07-14,18.54,19.1,17.68,18.17,2877500,0.0,0.0,0.0
2025-07-11,20.08,20.74,19.24,19.66,1906400,0.0,0.0,0.0
2025-07-10,21.95,22.01,20.89,20.96,1342500,0.0,0.0,0.0
2025-07-09,23.23,23.93,21.52,21.59,1000800,0.0,0.0,0.0
2025-07-08,23.46,24.28,23.24,23.83,567800,0.0,0.0,0.0
2025-07-07,23.13,24.01,22.88,24.0,1055600,0.0,0.0,0.0
2025-07-03,23.45,23.45,21.84,23.05,1609200,0.0,0.0,0.0
2025-07-02,26.41,26.55,22.86,23.29,1582800,0.0,0.0,0.0
2025-07-01,24.99,27.59,24.73,27.36,1071500,0.0,0.0,0.0
2025-06-30,25.98,26.64,23.49,23.93,1720400,0.0,0.0,0.0
2025-06-27,26.6,26.79,24.83,26.78,1442200,0.0,0.0,0.0
2025-06-26,26.48,26.73,25.63,26.42,943500,0.0,0.0,0.0
2025-06-25,26.67,27.5,26.04,26.13,1123800,0.0,0.0,0.0
2025-06-24,28.34,28.75,26.74,27.84,1115600,0.0,0.0,0.0
2025-06-23,30.21,30.73,28.98,29.45,1070800,0.0,0.0,0.0
2025-06-20,28.58,29.78,28.13,29.02,899100,0.0,0.0,0.0
2025-06-18,28.91,29.44,28.38,29.21,978200,0.0,0.0,0.0
2025-06-17,28.3,29.43,27.84,28.28,1012900,0.0,0.0,0.0
2025-06-16,26.5,27.96,26.49,27.28,985100,0.0,0.0,0.0
2025-06-13,28.36,28.99,27.1,27.18,1340100,0.0,0.0,0.0
2025-06-12,27.83,28.46,26.12,27.65,1123500,0.0,0.0,0.0
2025-06-11,26.09,27.55,25.95,26.69,724600,0.0,0.0,0.0
2025-06-10,25.78,27.12,25.78,26.16,815000,0.0,0.0,0.0
2025-06-09,27.99,28.25,25.64,26.05,1225600,0.0,0.0,0.0
2025-06-06,28.34,29.5,27.78,28.75,1120300,0.0,0.0,0.0
2025-06-05,27.43,30.31,27.27,29.68,1243800,0.0,0.0,0.0
2025-06-04,27.32,28.64,27.23,27.8,725200,0.0,0.0,0.0
2025-06-03,28.27,29.48,26.48,27.03,1670200,0.0,0.0,0.0
2025-06-02,30.19,30.25,28.46,29.36,796300,0.0,0.0,0.0
2025-05-30,29.93,31.53,29.42,29.89,1014800,0.0,0.0,0.0
2025-05-29,29.82,31.04,29.18,29.68,1279700,0.0,0.0,0.0
2025-05-28,30.21,31.7,29.83,30.79,1144600,0.0,0.0,0.0
2025-05-27,28.14,30.85,28.09,29.54,1149400,0.0,0.0,0.0
2025-05-23,27.13,30.2,27.04,29.99,1348800,0.0,0.05,0.0
2025-05-22,24.2,26.2,22.8,26.0,1651930,0.0,0.0,0.0
2025-05-21,24.4,26.6,23.2,25.6,2554210,0.0,0.0,0.0
2025-05-20,24.6,25.4,24.0,24.0,1220885,0.0,0.0,0.0
2025-05-19,27.4,27.4,24.4,24.4,1420770,0.0,0.0,0.0
2025-05-16,26.2,27.8,25.4,26.2,1393805,0.0,0.0,0.0
2025-05-15,25.0,27.0,24.6,26.6,1538375,0.0,0.0,0.0
2025-05-14,24.2,25.2,23.4,24.4,1149850,0.0,0.0,0.0
2025-05-13,25.0,26.2,23.8,23.8,1404325,0.0,0.0,0.0
2025-05-12,24.1,26.58,24.0,26.2,1535170,0.0,0.0,0.0
2025-05-09,24.2,26.0,23.0,24.8,1271640,0.0,0.0,0.0
2025-05-08,25.8,26.4,23.8,25.0,1971695,0.0,0.0,0.0
2025-05-07,28.0,28.78,27.4,28.0,1368265,0.0,0.0,0.0
2025-05-06,30.2,30.36,28.8,29.0,1296605,0.0,0.0,0.0
2025-05-05,29.4,30.8,28.2,28.8,1141305,0.0,0.0,0.0
2025-05-02,28.1,29.0,26.8,28.0,1212970,0.0,0.0,0.0
2025-05-01,28.3,30.0,26.4,29.8,1466685,0.0,0.0,0.0
2025-04-30,31.2,33.0,29.6,30.2,1529175,0.0,0.0,0.0
2025-04-29,32.2,32.6,29.6,29.8,907715,0.0,0.0,0.0
2025-04-28,31.8,34.78,31.6,32.0,1047410,0.0,0.0,0.0
2025-04-25,35.3,35.4,31.4,32.4,1159295,0.0,0.0,0.0
2025-04-24,37.2,37.6,35.8,35.8,1112850,0.0,0.0,0.0
2025-04-23,34.8,38.6,34.8,37.0,1414360,0.0,0.0,0.0
2025-04-22,41.8,42.2,36.0,37.6,2241440,0.0,0.0,0.0
2025-04-21,42.8,47.2,41.0,44.6,1192095,0.0,0.0,0.0
2025-04-17,46.0,48.2,44.0,45.0,743680,0.0,0.0,0.0
2025-04-16,48.6,49.0,44.6,46.6,1488055,0.0,0.0,0.0
2025-04-15,46.4,48.2,44.2,46.8,952345,0.0,0.0,0.0
2025-04-14,47.0,50.6,45.8,46.9,1219050,0.0,0.0,0.0
2025-04-11,59.4,61.4,48.8,50.8,1417655,0.0,0.0,0.0
2025-04-10,59.8,67.5,58.2,63.6,1637530,0.0,0.0,0.0
2025-04-09,103.6,104.8,50.2,55.6,2532950,0.0,0.0,0.0
2025-04-08,81.4,109.6,78.8,108.2,1591380,0.0,0.0,0.0
2025-04-07,92.6,96.3,73.18,88.2,2122170,0.0,0.0,0.0
2025-04-04,80.2,91.8,72.24,75.6,2811415,0.0,0.0,0.0
2025-04-03,80.0,84.6,74.62,82.0,1555040,0.0,0.0,0.0
2025-04-02,75.6,76.1,65.6,68.4,1334085,0.0,0.0,0.0
2025-04-01,79.2,86.2,71.0,71.8,1507040,0.0,0.0,0.0
2025-03-31,85.4,90.8,78.2,81.8,1789245,0.0,0.0,0.0
2025-03-28,69.4,81.4,68.4,81.2,1299485,0.0,0.0,0.0
2025-03-27,67.8,69.6,63.4,67.2,963790,0.0,0.0,0.0
2025-03-26,62.6,68.5,61.2,65.0,1122615,0.0,0.0,0.0
2025-03-25,63.9,65.34,60.2,61.0,1109635,0.0,0.0,0.0
2025-03-24,73.2,75.76,62.6,63.2,1250020,0.0,0.0,0.0
2025-03-21,84.0,85.6,78.4,79.6,744570,0.0,0.0,0.0
2025-03-20,82.4,85.3,77.0,81.0,1328495,0.0,0.0,0.0
2025-03-19,88.6,91.0,76.6,80.0,1727380,0.0,0.0,0.0
2025-03-18,94.0,99.92,89.0,93.4,1425880,0.0,0.0,0.0
2025-03-17,88.6,94.58,85.6,87.2,1080185,0.0,0.0,0.0
2025-03-14,105.8,107.0,84.4,85.4,1412020,0.0,0.0,0.0
2025-03-13,116.6,123.88,109.2,115.4,1249345,0.0,0.0,0.0
2025-03-12,114.0,129.2,109.8,116.2,1066470,0.0,0.0,0.0
2025-03-11,137.0,153.0,115.4,118.6,1546055,0.0,0.0,0.0
2025-03-10,122.6,149.6,119.22,144.2,2560625,0.0,0.0,0.0
2025-03-07,100.8,111.6,93.2,108.2,1813025,0.0,0.0,0.0
2025-03-06,100.7,104.6,87.0,97.0,1562940,0.0,0.0,0.0
2025-03-05,122.4,128.0,92.4,94.6,1470860,0.0,0.0,0.0
2025-03-04,167.8,172.3,103.28,125.6,1599535,0.0,0.0,0.0
2025-03-03,105.6,160.8,103.6,154.8,1400290,0.0,0.0,0.0
2025-02-28,174.8,184.0,147.6,150.4,1002195,0.0,0.0,0.0
2025-02-27,142.0,173.0,137.4,172.8,901905,0.0,0.0,0.0
2025-02-26,170.2,171.6,145.4,146.6,1198590,0.0,0.0,0.0
2025-02-25,147.2,169.8,144.8,163.6,2086640,0.0,0.0,0.0
2025-02-24,116.2,138.0,116.2,133.2,1056950,0.0,0.0,0.0
2025-02-21,101.6,119.8,100.8,119.6,709255,0.0,0.0,0.0
2025-02-20,104.2,110.2,101.5,104.2,489700,0.0,0.0,0.0
2025-02-19,96.8,108.6,94.9,107.4,726145,0.0,0.0,0.0
2025-02-18,96.6,102.8,95.2,98.8,629400,0.0,0.0,0.0
2025-02-14,104.8,105.4,92.0,96.6,690045,0.0,0.0,0.0
2025-02-13,104.0,109.8,101.5,105.2,500060,0.0,0.0,0.0
2025-02-12,112.2,112.98,101.0,103.8,760715,0.0,0.0,0.0
2025-02-11,101.2,109.3,97.6,108.8,619560,0.0,0.0,0.0
2025-02-10,100.6,104.0,96.3,99.8,427435,0.0,0.0,0.0
2025-02-07,99.6,104.8,93.6,104.4,1085085,0.0,0.0,0.0
2025-02-06,98.2,108.8,94.98,105.8,908320,0.0,0.0,0.0
2025-02-05,92.8,101.02,91.02,99.4,639350,0.0,0.0,0.0
2025-02-04,97.0,97.58,90.4,93.2,801620,0.0,0.0,0.0
2025-02-03,116.6,117.0,92.8,94.0,1601110,0.0,0.0,0.0
2025-01-31,98.6,103.1,91.2,101.8,921265,0.0,0.0,0.0
2025-01-30,95.2,99.5,89.42,98.4,841465,0.0,0.0,0.0
2025-01-29,99.6,105.2,96.42,97.8,950890,0.0,0.0,0.0
2025-01-28,96.6,102.78,94.2,101.0,888980,0.0,0.0,0.0
2025-01-27,98.6,108.0,90.2,94.8,1703655,0.0,0.0,0.0
2025-01-24,81.0,93.0,81.0,91.6,1238480,0.0,0.0,0.0
2025-01-23,84.0,84.36,76.0,83.2,2127085,0.0,0.0,0.0
2025-01-22,78.6,84.0,76.3,81.4,1127940,0.0,0.0,0.0
2025-01-21,74.8,84.6,71.5,77.0,1929655,0.0,0.0,0.0
2025-01-17,80.4,82.1,73.6,74.2,1308200,0.0,0.0,0.0
2025-01-16,93.0,99.34,87.2,88.6,978700,0.0,0.0,0.0
2025-01-15,94.0,96.5,87.5,92.0,1271570,0.0,0.0,0.0
2025-01-14,103.0,110.6,94.4,102.8,1421470,0.0,0.0,0.0
2025-01-13,125.4,129.6,111.9,112.2,1197680,0.0,0.0,0.0
2025-01-10,112.0,119.6,107.0,112.8,1221490,0.0,0.0,0.0
2025-01-08,108.6,119.4,102.8,110.4,1535460,0.0,0.0,0.0
2025-01-07,93.2,107.4,90.84,104.4,1919410,0.0,0.0,0.0
2025-01-06,107.0,116.4,85.0,87.0,1411350,0.0,0.0,0.0
2025-01-03,151.6,152.6,110.0,113.6,1238585,0.0,0.0,0.0
2025-01-02,154.4,163.6,143.0,154.4,1142900,0.0,0.0,0.0
2024-12-31,139.8,171.5,138.2,166.8,1207345,0.0,0.0,0.0
2024-12-30,140.0,154.2,139.8,153.4,1037045,0.0,0.0,0.0
2024-12-27,123.0,136.8,122.98,131.6,620750,0.0,0.0,0.0
2024-12-26,118.4,124.4,117.2,123.6,571645,0.0,0.0,0.0
2024-12-24,125.0,125.4,110.8,112.8,657540,0.0,0.0,0.0
2024-12-23,118.4,136.0,117.06,133.6,899950,0.0,0.0,0.0
2024-12-20,155.2,157.0,113.8,114.4,1855465,0.0,0.0,0.0
2024-12-19,119.6,150.8,118.0,148.4,1675265,0.0,0.0,0.0
2024-12-18,110.6,138.0,108.0,131.2,1553715,0.0,0.0,0.0
2024-12-17,97.2,110.5,96.4,110.2,1113665,0.0,0.0,0.0
2024-12-16,91.6,100.4,85.42,99.4,1681440,0.0,0.0,0.0
2024-12-13,104.4,110.6,99.2,99.4,976925,0.0,0.0,0.0
2024-12-12,98.4,111.6,97.6,108.4,1219600,0.0,0.0,0.0
2024-12-11,116.2,116.2,99.0,99.6,1263805,0.0,0.0,0.0
2024-12-10,124.4,136.6,119.6,121.2,1333245,0.0,0.0,0.0
2024-12-09,113.8,131.0,110.4,129.8,1411800,0.0,0.0,0.0
2024-12-06,113.2,120.0,107.0,113.0,1168710,0.0,0.0,0.0
2024-12-05,90.0,122.4,87.4,118.4,2404460,0.0,0.0,0.0
2024-12-04,126.6,136.38,105.8,108.6,1374975,0.0,0.0,0.0
2024-12-03,135.0,137.92,118.2,130.4,1379320,0.0,0.0,0.0
2024-12-02,118.0,130.0,115.1,126.2,1234985,0.0,0.0,0.0
2024-11-29,110.6,126.0,103.4,122.2,889685,0.0,0.0,0.0
2024-11-27,125.4,135.0,114.2,121.2,1759870,0.0,0.0,0.0
2024-11-26,134.0,160.6,121.8,151.2,2082380,0.0,0.0,0.0
2024-11-25,102.8,131.8,102.8,121.6,1776525,0.0,0.0,0.0
2024-11-22,123.6,130.2,92.0,112.0,1751490,0.0,0.0,0.0
2024-11-21,72.0,138.3,69.4,128.0,3572615,0.0,0.0,0.0
2024-11-20,102.2,106.0,79.2,95.6,1188960,0.0,0.0,0.0
2024-11-19,154.6,161.8,106.0,118.56,282710,0.0,0.0,0.0
2024-11-18,207.8,213.6,155.4,158.82,111450,0.0,0.0,0.0
2024-11-15,44.0,47.6,40.3,42.72,233080,0.0,0.0,0.0
2024-11-14,42.6,49.2,41.16,46.8,314600,0.0,0.0,0.0
2024-11-13,38.0,47.8,34.1,46.5,725060,0.0,0.0,0.0
2024-11-12,46.2,48.4,39.2,40.0,556155,0.0,0.0,0.0
2024-11-11,73.4,75.58,38.06,44.2,573645,0.0,0.0,0.0
2024-11-08,88.0,96.4,85.4,91.0,79660,0.0,0.0,0.0
2024-11-07,102.2,105.0,83.4,91.0,133260,0.0,0.0,0.0
2024-11-06,98.4,118.8,97.42,101.4,105940,0.0,0.0,0.0
2024-11-05,130.2,140.2,118.2,137.6,65035,0.0,0.0,0.0
2024-11-04,139.8,145.8,133.8,143.8,47730,0.0,0.0,0.0
2024-11-01,120.2,139.4,110.4,136.0,94000,0.0,0.0,0.0
2024-10-31,114.4,128.04,113.46,121.2,107560,0.0,0.0,0.0
2024-10-30,119.8,125.6,111.8,118.8,116740,0.0,0.0,0.0
2024-10-29,105.2,113.9,103.2,109.0,119420,0.0,0.0,0.0
2024-10-28,119.8,120.3,108.4,111.46,50265,0.0,0.0,0.0
2024-10-25,126.8,134.0,119.8,128.6,77980,0.0,0.0,0.0
2024-10-24,143.8,145.4,127.0,128.22,30125,0.0,0.0,0.0
2024-10-23,149.8,159.0,141.98,150.4,30450,0.0,0.0,0.0
2024-10-22,148.2,152.4,143.6,145.0,33830,0.0,0.0,0.0
2024-10-21,150.0,156.2,141.58,145.4,56395,0.0,0.0,0.0
2024-10-18,174.0,175.0,145.22,149.0,59230,0.0,0.0,0.0
2024-10-17,180.8,190.8,173.0,179.8,60015,0.0,0.0,0.0
2024-10-16,170.6,182.2,170.4,179.0,37735,0.0,0.0,0.0
2024-10-15,163.2,184.4,157.8,178.8,83460,0.0,0.0,0.0
2024-10-14,144.0,169.8,141.6,169.6,60800,0.0,0.0,0.0
2024-10-11,197.6,199.6,157.8,158.0,49665,0.0,0.0,0.0
2024-10-10,193.4,215.48,193.4,206.8,42275,0.0,0.0,0.0
2024-10-09,197.2,204.0,184.4,198.8,37135,0.0,0.0,0.0
2024-10-08,203.6,205.6,183.4,193.9,35370,0.0,0.0,0.0
2024-10-07,215.8,216.6,193.2,203.46,41435,0.0,0.0,0.0
2024-10-04,243.8,249.4,221.4,221.4,24875,0.0,0.0,0.0
2024-10-03,252.6,264.2,247.2,252.4,15225,0.0,0.0,0.0
2024-10-02,259.6,261.4,228.9,249.16,17975,0.0,0.0,0.0
2024-10-01,241.6,265.2,241.6,253.82,23195,0.0,0.0,0.0
2024-09-30,241.6,243.2,227.6,241.8,25595,0.0,0.0,0.0
2024-09-27,239.6,243.4,220.0,226.0,37575,0.0,0.0,0.0
2024-09-26,273.0,276.8,246.6,250.22,15735,0.0,0.0,0.0
2024-09-25,287.2,289.64,273.4,289.6,7955,0.0,0.0,0.0
2024-09-24,296.0,305.06,283.8,284.44,13745,0.0,0.0,0.0
2024-09-23,305.4,308.8,291.2,296.24,7350,0.0,0.0,0.0
2024-09-20,311.6,322.0,302.6,312.88,7130,0.0,0.0,0.0
2024-09-19,329.8,333.0,298.0,311.8,6835,0.0,0.0,0.0
2024-09-18,370.0,379.5,335.0,363.18,15760,0.0,0.0,0.0
2024-09-17,340.0,376.6,334.0,368.52,13785,0.0,0.0,0.0
2024-09-16,345.4,360.4,345.4,355.24,13645,0.0,0.0,0.0
2024-09-13,376.6,380.4,324.4,331.48,7680,0.0,0.0,0.0
2024-09-12,384.4,390.7,363.4,378.14,4135,0.0,0.0,0.0
2024-09-11,405.8,416.2,379.8,382.8,7585,0.0,0.0,0.0
2024-09-10,413.0,420.8,382.2,382.2,5435,0.0,0.0,0.0
2024-09-09,442.4,448.0,405.0,406.0,7175,0.0,0.0,0.0
2024-09-06,424.0,473.6,416.0,472.44,6720,0.0,0.0,0.0
2024-09-05,429.0,443.98,410.0,443.32,7600,0.0,0.0,0.0
2024-09-04,440.8,452.0,412.0,416.42,6655,0.0,0.0,0.0
2024-09-03,387.6,430.4,387.6,429.86,5700,0.0,0.0,0.0
2024-08-30,379.8,402.3,376.0,387.6,3790,0.0,0.0,0.0
2024-08-29,367.2,390.8,356.6,385.46,3025,0.0,0.0,0.0
2024-08-28,364.8,392.2,364.6,388.0,5040,0.0,0.0,0.0
2024-08-27,341.2,361.34,341.2,356.92,6535,0.0,0.0,0.0
2024-08-26,328.6,334.4,317.0,333.72,5630,0.0,0.0,0.0
2024-08-23,379.2,386.9,315.8,323.72,9395,0.0,0.0,0.0
2024-08-22,367.8,395.16,365.2,395.16,2035,0.0,0.0,0.0
2024-08-21,402.4,402.4,362.4,366.42,1150,0.0,0.0,0.0
